query_id,src,dst,label
4695,1260,290,1
4695,1260,6251,0
4695,1260,2845,0
4695,1260,5703,0
4695,1260,2163,0
4695,1260,3016,0
4696,5035,6142,0
4696,5035,74,0
4696,5035,4749,0
4696,5035,6386,0
4696,5035,6091,1
4696,5035,3554,0
4697,4455,1847,0
4697,4455,3118,0
4697,4455,2556,0
4697,4455,1348,0
4697,4455,1848,1
4697,4455,2682,0
4698,2039,7076,1
4698,2039,4868,0
4698,2039,3920,0
4698,2039,5200,0
4698,2039,4012,0
4698,2039,5262,0
4699,6069,2087,0
4699,6069,2659,0
4699,6069,6203,0
4699,6069,3103,1
4699,6069,2463,0
4699,6069,1648,0
4700,6110,993,0
4700,6110,6993,0
4700,6110,520,0
4700,6110,4608,0
4700,6110,6434,1
4700,6110,5459,0
4701,3469,618,0
4701,3469,5947,0
4701,3469,4640,0
4701,3469,7604,1
4701,3469,4293,0
4701,3469,3136,0
4702,7172,2123,0
4702,7172,2142,1
4702,7172,5283,0
4702,7172,6454,0
4702,7172,3738,0
4702,7172,4513,0
4703,2186,5029,0
4703,2186,4689,0
4703,2186,4069,0
4703,2186,77,0
4703,2186,1334,1
4703,2186,598,0
4704,6084,4181,0
4704,6084,6900,0
4704,6084,477,0
4704,6084,5040,0
4704,6084,1715,1
4704,6084,6560,0
4705,4572,2053,0
4705,4572,7254,0
4705,4572,2295,0
4705,4572,3586,0
4705,4572,5457,1
4705,4572,5367,0
4706,630,4497,0
4706,630,5498,0
4706,630,6051,0
4706,630,5274,1
4706,630,3204,0
4706,630,4518,0
4707,2208,5003,0
4707,2208,1536,0
4707,2208,1108,0
4707,2208,2117,1
4707,2208,5798,0
4707,2208,3477,0
4708,3349,4329,0
4708,3349,1513,0
4708,3349,3389,1
4708,3349,1109,0
4708,3349,3358,0
4708,3349,1223,0
4709,2615,2089,0
4709,2615,6033,0
4709,2615,6148,0
4709,2615,1211,0
4709,2615,2933,1
4709,2615,7182,0
4710,6514,3812,0
4710,6514,3163,0
4710,6514,969,0
4710,6514,6272,1
4710,6514,7046,0
4710,6514,6800,0
4711,5725,3691,0
4711,5725,4927,0
4711,5725,6822,0
4711,5725,355,0
4711,5725,453,0
4711,5725,2021,1
4712,221,3594,0
4712,221,3216,1
4712,221,5873,0
4712,221,707,0
4712,221,2443,0
4712,221,390,0
4713,6831,3765,0
4713,6831,1973,1
4713,6831,2987,0
4713,6831,7056,0
4713,6831,5820,0
4713,6831,2632,0
4714,5132,7604,1
4714,5132,5903,0
4714,5132,4968,0
4714,5132,2016,0
4714,5132,70,0
4714,5132,360,0
4715,387,3399,0
4715,387,5471,0
4715,387,5973,0
4715,387,6813,1
4715,387,3293,0
4715,387,3926,0
4716,1789,0,0
4716,1789,2258,0
4716,1789,5139,0
4716,1789,2301,0
4716,1789,2214,0
4716,1789,2347,1
4717,6368,3843,0
4717,6368,4622,0
4717,6368,3073,1
4717,6368,1584,0
4717,6368,1417,0
4717,6368,6169,0
4718,4748,5309,0
4718,4748,7149,0
4718,4748,1574,0
4718,4748,1325,1
4718,4748,48,0
4718,4748,441,0
4719,3895,223,0
4719,3895,1058,0
4719,3895,3667,1
4719,3895,6016,0
4719,3895,2181,0
4719,3895,5802,0
4720,5564,7194,0
4720,5564,1049,0
4720,5564,623,0
4720,5564,6296,1
4720,5564,355,0
4720,5564,1002,0
4721,666,6206,0
4721,666,6311,0
4721,666,899,0
4721,666,80,1
4721,666,1737,0
4721,666,4504,0
4722,7211,301,0
4722,7211,2155,0
4722,7211,7365,0
4722,7211,2539,0
4722,7211,3796,1
4722,7211,2576,0
4723,4927,1546,0
4723,4927,2033,0
4723,4927,766,1
4723,4927,3515,0
4723,4927,5502,0
4723,4927,6422,0
4724,1658,726,0
4724,1658,4961,1
4724,1658,2716,0
4724,1658,11,0
4724,1658,4858,0
4724,1658,3941,0
4725,7143,1830,1
4725,7143,1806,0
4725,7143,4069,0
4725,7143,6618,0
4725,7143,1034,0
4725,7143,1932,0
4726,771,7131,0
4726,771,4703,0
4726,771,5755,0
4726,771,810,0
4726,771,2214,0
4726,771,6228,1
4727,3181,383,0
4727,3181,4898,1
4727,3181,2290,0
4727,3181,1873,0
4727,3181,837,0
4727,3181,1195,0
4728,3129,3107,0
4728,3129,1602,0
4728,3129,6604,0
4728,3129,747,0
4728,3129,4636,1
4728,3129,14,0
4729,513,7211,0
4729,513,6762,0
4729,513,5149,0
4729,513,7288,0
4729,513,3107,1
4729,513,2528,0
4730,3102,4443,0
4730,3102,2510,1
4730,3102,777,0
4730,3102,2826,0
4730,3102,542,0
4730,3102,3845,0
4731,4548,1826,0
4731,4548,6673,0
4731,4548,3647,1
4731,4548,6822,0
4731,4548,4120,0
4731,4548,7406,0
4732,5549,835,0
4732,5549,1421,1
4732,5549,277,0
4732,5549,7082,0
4732,5549,1836,0
4732,5549,5304,0
4733,2580,830,0
4733,2580,2268,0
4733,2580,2364,0
4733,2580,5407,0
4733,2580,1233,0
4733,2580,4327,1
4734,6568,3868,0
4734,6568,6656,1
4734,6568,956,0
4734,6568,974,0
4734,6568,1077,0
4734,6568,4182,0
4735,1674,3737,0
4735,1674,386,1
4735,1674,4071,0
4735,1674,4949,0
4735,1674,2025,0
4735,1674,7181,0
4736,673,6307,0
4736,673,2069,1
4736,673,6669,0
4736,673,7429,0
4736,673,7087,0
4736,673,5457,0
4737,4947,6764,0
4737,4947,5039,0
4737,4947,5862,0
4737,4947,2605,0
4737,4947,6672,1
4737,4947,3002,0
4738,640,90,0
4738,640,1638,0
4738,640,7326,0
4738,640,404,0
4738,640,3529,0
4738,640,6074,1
4739,3341,4462,0
4739,3341,3400,1
4739,3341,4739,0
4739,3341,7137,0
4739,3341,6102,0
4739,3341,3186,0
4740,3762,4179,0
4740,3762,6330,0
4740,3762,830,0
4740,3762,4221,1
4740,3762,616,0
4740,3762,5507,0
4741,4931,4346,0
4741,4931,1447,1
4741,4931,4736,0
4741,4931,2791,0
4741,4931,4617,0
4741,4931,4908,0
4742,1011,2065,0
4742,1011,1447,0
4742,1011,6344,0
4742,1011,5451,0
4742,1011,2552,1
4742,1011,6301,0
4743,2967,101,1
4743,2967,2538,0
4743,2967,7224,0
4743,2967,3447,0
4743,2967,4719,0
4743,2967,4156,0
4744,2632,3082,0
4744,2632,6317,0
4744,2632,3792,0
4744,2632,5946,0
4744,2632,5337,1
4744,2632,1701,0
4745,1074,5053,0
4745,1074,2534,0
4745,1074,1429,0
4745,1074,4079,0
4745,1074,6788,1
4745,1074,1810,0
4746,2836,3632,1
4746,2836,4382,0
4746,2836,5143,0
4746,2836,1859,0
4746,2836,1483,0
4746,2836,3560,0
4747,6110,1533,0
4747,6110,2155,0
4747,6110,6588,0
4747,6110,2047,0
4747,6110,6371,0
4747,6110,1289,1
4748,44,3537,0
4748,44,4158,0
4748,44,6254,0
4748,44,4104,0
4748,44,5219,0
4748,44,3701,1
4749,3781,6444,0
4749,3781,929,0
4749,3781,2911,0
4749,3781,2648,0
4749,3781,2458,1
4749,3781,6235,0
4750,2617,7053,0
4750,2617,1369,0
4750,2617,5653,1
4750,2617,4214,0
4750,2617,2672,0
4750,2617,1676,0
4751,2559,6729,0
4751,2559,5976,0
4751,2559,7084,0
4751,2559,3224,0
4751,2559,6207,1
4751,2559,6434,0
4752,113,7053,0
4752,113,3334,1
4752,113,1341,0
4752,113,6564,0
4752,113,4008,0
4752,113,1160,0
4753,5036,3292,0
4753,5036,1119,0
4753,5036,4810,1
4753,5036,4063,0
4753,5036,5783,0
4753,5036,7512,0
4754,3597,7255,0
4754,3597,18,0
4754,3597,6394,0
4754,3597,4809,1
4754,3597,5308,0
4754,3597,2829,0
4755,4762,4387,0
4755,4762,5628,0
4755,4762,1384,1
4755,4762,3865,0
4755,4762,6489,0
4755,4762,5200,0
4756,844,4250,0
4756,844,7599,0
4756,844,5801,0
4756,844,4461,1
4756,844,4711,0
4756,844,1561,0
4757,6419,2752,0
4757,6419,3033,0
4757,6419,3715,0
4757,6419,3685,0
4757,6419,157,0
4757,6419,1471,1
4758,5944,6754,0
4758,5944,3279,0
4758,5944,1669,0
4758,5944,4440,0
4758,5944,3015,0
4758,5944,3251,1
4759,5024,2011,0
4759,5024,4436,0
4759,5024,6361,1
4759,5024,2975,0
4759,5024,1201,0
4759,5024,2249,0
4760,3632,1317,0
4760,3632,5976,0
4760,3632,461,0
4760,3632,2928,0
4760,3632,6652,0
4760,3632,1624,1
4761,6415,4218,0
4761,6415,6114,0
4761,6415,5107,0
4761,6415,3884,0
4761,6415,2819,1
4761,6415,1534,0
4762,5194,7577,0
4762,5194,1758,0
4762,5194,2583,0
4762,5194,3397,0
4762,5194,5343,0
4762,5194,3073,1
4763,6016,6104,0
4763,6016,701,0
4763,6016,6188,1
4763,6016,6366,0
4763,6016,2140,0
4763,6016,2673,0
4764,1325,3529,1
4764,1325,2003,0
4764,1325,2462,0
4764,1325,4400,0
4764,1325,3835,0
4764,1325,2814,0
4765,5526,5290,0
4765,5526,3344,0
4765,5526,1316,1
4765,5526,5757,0
4765,5526,3439,0
4765,5526,1513,0
4766,5303,2344,0
4766,5303,5498,1
4766,5303,6251,0
4766,5303,6782,0
4766,5303,3197,0
4766,5303,331,0
4767,5274,3144,0
4767,5274,4520,0
4767,5274,4004,0
4767,5274,521,0
4767,5274,1242,0
4767,5274,961,1
4768,7224,2825,0
4768,7224,4392,0
4768,7224,2838,0
4768,7224,1945,1
4768,7224,6489,0
4768,7224,6904,0
4769,2911,1898,0
4769,2911,7415,0
4769,2911,3647,0
4769,2911,2874,0
4769,2911,3645,0
4769,2911,6446,1
4770,5370,5909,0
4770,5370,2943,0
4770,5370,1299,0
4770,5370,7337,0
4770,5370,2082,0
4770,5370,6695,1
4771,4899,1137,0
4771,4899,3969,0
4771,4899,5038,0
4771,4899,4271,0
4771,4899,4442,0
4771,4899,2614,1
4772,5769,1294,0
4772,5769,3382,0
4772,5769,7338,0
4772,5769,3669,1
4772,5769,2346,0
4772,5769,1769,0
4773,4795,6873,0
4773,4795,336,0
4773,4795,3638,0
4773,4795,4545,0
4773,4795,5447,1
4773,4795,4677,0
4774,4801,3450,1
4774,4801,855,0
4774,4801,4673,0
4774,4801,6548,0
4774,4801,2760,0
4774,4801,4256,0
4775,5429,1204,0
4775,5429,4023,1
4775,5429,6851,0
4775,5429,7176,0
4775,5429,1846,0
4775,5429,3692,0
4776,1849,6269,0
4776,1849,3814,0
4776,1849,6181,0
4776,1849,4627,0
4776,1849,2132,1
4776,1849,3640,0
4777,686,6409,0
4777,686,4023,1
4777,686,1348,0
4777,686,6967,0
4777,686,2361,0
4777,686,5935,0
4778,6207,1764,0
4778,6207,2037,0
4778,6207,37,0
4778,6207,3927,0
4778,6207,2347,1
4778,6207,2948,0
4779,1119,2716,0
4779,1119,6477,0
4779,1119,6323,1
4779,1119,3800,0
4779,1119,3538,0
4779,1119,7531,0
4780,5326,5538,0
4780,5326,5335,0
4780,5326,3910,0
4780,5326,7027,0
4780,5326,2892,1
4780,5326,1489,0
4781,3955,6398,0
4781,3955,585,0
4781,3955,2902,1
4781,3955,2925,0
4781,3955,6922,0
4781,3955,808,0
4782,5410,7183,0
4782,5410,302,0
4782,5410,6125,1
4782,5410,4733,0
4782,5410,3193,0
4782,5410,6863,0
4783,3701,4649,0
4783,3701,5506,0
4783,3701,5311,0
4783,3701,6333,0
4783,3701,2644,1
4783,3701,6020,0
4784,3616,895,0
4784,3616,1870,0
4784,3616,493,0
4784,3616,1879,1
4784,3616,3445,0
4784,3616,6919,0
4785,7066,802,0
4785,7066,1029,0
4785,7066,1118,0
4785,7066,2543,0
4785,7066,51,0
4785,7066,460,1
4786,119,6511,0
4786,119,7260,1
4786,119,5199,0
4786,119,197,0
4786,119,2846,0
4786,119,3237,0
4787,735,6209,0
4787,735,1581,0
4787,735,3073,1
4787,735,3540,0
4787,735,6984,0
4787,735,349,0
4788,4850,2399,0
4788,4850,7001,1
4788,4850,1303,0
4788,4850,2264,0
4788,4850,5894,0
4788,4850,3129,0
4789,5294,6505,0
4789,5294,1938,0
4789,5294,5120,0
4789,5294,7534,0
4789,5294,2526,0
4789,5294,2384,1
4790,2351,313,1
4790,2351,7033,0
4790,2351,1170,0
4790,2351,7497,0
4790,2351,3153,0
4790,2351,7072,0
4791,4349,4747,0
4791,4349,1804,1
4791,4349,4918,0
4791,4349,1612,0
4791,4349,2933,0
4791,4349,1763,0
4792,799,7171,0
4792,799,2714,0
4792,799,1381,1
4792,799,5854,0
4792,799,1648,0
4792,799,1821,0
4793,6757,7493,0
4793,6757,6966,0
4793,6757,896,0
4793,6757,6335,0
4793,6757,6167,1
4793,6757,4312,0
4794,4998,5556,0
4794,4998,1879,1
4794,4998,2725,0
4794,4998,1483,0
4794,4998,779,0
4794,4998,6252,0
4795,2401,1192,0
4795,2401,6989,0
4795,2401,2096,1
4795,2401,5188,0
4795,2401,5098,0
4795,2401,2626,0
4796,5644,4525,0
4796,5644,813,0
4796,5644,4967,1
4796,5644,3359,0
4796,5644,5122,0
4796,5644,347,0
4797,3136,2195,1
4797,3136,5763,0
4797,3136,5076,0
4797,3136,3539,0
4797,3136,1384,0
4797,3136,4953,0
4798,406,4572,0
4798,406,6108,1
4798,406,6611,0
4798,406,3775,0
4798,406,4802,0
4798,406,3640,0
4799,867,3782,0
4799,867,3963,0
4799,867,2627,0
4799,867,2670,1
4799,867,2513,0
4799,867,2877,0
4800,1640,1945,1
4800,1640,651,0
4800,1640,919,0
4800,1640,4444,0
4800,1640,3312,0
4800,1640,2757,0
4801,7574,6925,0
4801,7574,1163,0
4801,7574,2219,0
4801,7574,2939,0
4801,7574,3341,1
4801,7574,5943,0
4802,2574,2818,0
4802,2574,1931,0
4802,2574,5128,1
4802,2574,3990,0
4802,2574,6409,0
4802,2574,5712,0
4803,7412,5352,0
4803,7412,7606,0
4803,7412,4587,0
4803,7412,172,0
4803,7412,5930,0
4803,7412,3979,1
4804,2262,6203,0
4804,2262,3597,1
4804,2262,6045,0
4804,2262,1929,0
4804,2262,96,0
4804,2262,6513,0
4805,4364,1126,0
4805,4364,2160,0
4805,4364,5872,0
4805,4364,7203,0
4805,4364,5126,1
4805,4364,6902,0
4806,5314,4529,0
4806,5314,2017,1
4806,5314,5434,0
4806,5314,5656,0
4806,5314,3753,0
4806,5314,4994,0
4807,5948,6468,0
4807,5948,4101,0
4807,5948,3226,0
4807,5948,4032,0
4807,5948,6112,1
4807,5948,278,0
4808,6794,6543,0
4808,6794,6464,0
4808,6794,6795,0
4808,6794,6328,0
4808,6794,4776,0
4808,6794,1455,1
4809,6633,314,0
4809,6633,4538,0
4809,6633,5292,0
4809,6633,3022,1
4809,6633,2336,0
4809,6633,5350,0
4810,3920,5924,0
4810,3920,2863,0
4810,3920,7199,0
4810,3920,2230,0
4810,3920,3497,0
4810,3920,1459,1
4811,5115,1983,0
4811,5115,5605,0
4811,5115,7014,0
4811,5115,5680,0
4811,5115,6348,1
4811,5115,2321,0
4812,6455,6110,0
4812,6455,15,0
4812,6455,3490,1
4812,6455,6191,0
4812,6455,6718,0
4812,6455,441,0
4813,4083,1702,0
4813,4083,3961,1
4813,4083,6264,0
4813,4083,160,0
4813,4083,786,0
4813,4083,3340,0
4814,2973,2759,0
4814,2973,3215,0
4814,2973,4414,1
4814,2973,5103,0
4814,2973,1456,0
4814,2973,2241,0
4815,2586,3478,0
4815,2586,1989,0
4815,2586,6126,0
4815,2586,4520,0
4815,2586,7604,1
4815,2586,3175,0
4816,5497,3364,0
4816,5497,1247,0
4816,5497,3555,1
4816,5497,5078,0
4816,5497,3043,0
4816,5497,2748,0
4817,182,4519,0
4817,182,6524,1
4817,182,4049,0
4817,182,965,0
4817,182,1170,0
4817,182,1263,0
4818,6293,7560,0
4818,6293,6277,0
4818,6293,1172,0
4818,6293,1960,0
4818,6293,1624,1
4818,6293,2689,0
4819,367,310,0
4819,367,3862,0
4819,367,5738,0
4819,367,4875,0
4819,367,6666,1
4819,367,1955,0
4820,3513,1695,0
4820,3513,5492,0
4820,3513,4491,0
4820,3513,6377,0
4820,3513,7182,0
4820,3513,4275,1
4821,2260,1191,0
4821,2260,3622,0
4821,2260,2399,1
4821,2260,7555,0
4821,2260,6237,0
4821,2260,3205,0
4822,2707,4677,1
4822,2707,5029,0
4822,2707,5380,0
4822,2707,5112,0
4822,2707,6711,0
4822,2707,1903,0
4823,6477,1032,0
4823,6477,7197,0
4823,6477,6832,1
4823,6477,792,0
4823,6477,2405,0
4823,6477,7464,0
4824,1185,7552,0
4824,1185,616,0
4824,1185,3529,0
4824,1185,4329,1
4824,1185,3871,0
4824,1185,4847,0
4825,5407,4944,0
4825,5407,6977,0
4825,5407,981,0
4825,5407,103,0
4825,5407,5248,0
4825,5407,7580,1
4826,1459,5660,0
4826,1459,1250,1
4826,1459,4940,0
4826,1459,5844,0
4826,1459,4021,0
4826,1459,536,0
4827,5909,5606,0
4827,5909,7350,1
4827,5909,666,0
4827,5909,458,0
4827,5909,5972,0
4827,5909,776,0
4828,2430,6439,0
4828,2430,4621,1
4828,2430,4575,0
4828,2430,3348,0
4828,2430,6485,0
4828,2430,519,0
4829,7579,5567,0
4829,7579,6731,1
4829,7579,4741,0
4829,7579,2426,0
4829,7579,1990,0
4829,7579,2268,0
4830,4147,3389,1
4830,4147,4175,0
4830,4147,2998,0
4830,4147,4421,0
4830,4147,5569,0
4830,4147,7379,0
4831,6621,7452,0
4831,6621,5724,1
4831,6621,2769,0
4831,6621,3477,0
4831,6621,4703,0
4831,6621,6816,0
4832,1571,5163,0
4832,1571,6638,1
4832,1571,5616,0
4832,1571,908,0
4832,1571,6762,0
4832,1571,7457,0
4833,5949,6861,0
4833,5949,5026,0
4833,5949,2667,0
4833,5949,4980,0
4833,5949,916,1
4833,5949,4130,0
4834,2193,2284,0
4834,2193,2208,0
4834,2193,5473,0
4834,2193,2243,0
4834,2193,4915,0
4834,2193,7489,1
4835,6757,6614,0
4835,6757,7342,0
4835,6757,2544,0
4835,6757,1961,0
4835,6757,3564,1
4835,6757,6068,0
4836,2992,6933,0
4836,2992,1521,1
4836,2992,517,0
4836,2992,1054,0
4836,2992,4981,0
4836,2992,6790,0
4837,4119,3935,0
4837,4119,6955,0
4837,4119,2480,0
4837,4119,6848,0
4837,4119,5509,0
4837,4119,4961,1
4838,135,3057,0
4838,135,2667,0
4838,135,7481,0
4838,135,1689,0
4838,135,5655,0
4838,135,1988,1
4839,6941,3949,0
4839,6941,2901,0
4839,6941,183,1
4839,6941,5711,0
4839,6941,3241,0
4839,6941,4899,0
4840,244,5370,1
4840,244,262,0
4840,244,2683,0
4840,244,1744,0
4840,244,5023,0
4840,244,1260,0
4841,6352,1093,1
4841,6352,1010,0
4841,6352,3478,0
4841,6352,5190,0
4841,6352,7482,0
4841,6352,4129,0
4842,1721,432,0
4842,1721,5600,0
4842,1721,3305,0
4842,1721,7292,0
4842,1721,5277,1
4842,1721,5197,0
4843,3921,2024,0
4843,3921,1372,0
4843,3921,7335,0
4843,3921,634,1
4843,3921,5219,0
4843,3921,2974,0
4844,7477,2256,0
4844,7477,1529,0
4844,7477,2507,0
4844,7477,4910,0
4844,7477,6680,0
4844,7477,6476,1
4845,3597,4923,0
4845,3597,3486,0
4845,3597,3311,0
4845,3597,1001,1
4845,3597,4485,0
4845,3597,7148,0
4846,1665,1921,1
4846,1665,1035,0
4846,1665,6745,0
4846,1665,5930,0
4846,1665,2827,0
4846,1665,1948,0
4847,3653,90,0
4847,3653,4060,0
4847,3653,2125,0
4847,3653,1384,0
4847,3653,4000,1
4847,3653,693,0
4848,524,144,0
4848,524,7059,1
4848,524,5359,0
4848,524,5626,0
4848,524,5208,0
4848,524,6043,0
4849,5378,5892,1
4849,5378,4200,0
4849,5378,3319,0
4849,5378,3035,0
4849,5378,416,0
4849,5378,6450,0
4850,6259,5047,0
4850,6259,5434,0
4850,6259,3299,0
4850,6259,7147,0
4850,6259,4033,1
4850,6259,4980,0
4851,4768,4284,1
4851,4768,3476,0
4851,4768,4556,0
4851,4768,145,0
4851,4768,5787,0
4851,4768,3596,0
4852,5314,6991,1
4852,5314,6804,0
4852,5314,7075,0
4852,5314,7374,0
4852,5314,4925,0
4852,5314,3723,0
4853,1804,4472,1
4853,1804,1268,0
4853,1804,1809,0
4853,1804,461,0
4853,1804,7247,0
4853,1804,7556,0
4854,1010,6690,0
4854,1010,6051,0
4854,1010,7507,0
4854,1010,3297,0
4854,1010,2279,0
4854,1010,2654,1
4855,7615,2491,0
4855,7615,7482,1
4855,7615,3343,0
4855,7615,4954,0
4855,7615,4778,0
4855,7615,5072,0
4856,2878,4604,0
4856,2878,1070,0
4856,2878,6023,0
4856,2878,2070,1
4856,2878,4941,0
4856,2878,1564,0
4857,5526,7277,0
4857,5526,2787,1
4857,5526,4531,0
4857,5526,4320,0
4857,5526,5078,0
4857,5526,869,0
4858,6358,5822,0
4858,6358,883,0
4858,6358,1064,0
4858,6358,462,1
4858,6358,4747,0
4858,6358,4656,0
4859,78,1437,0
4859,78,6704,0
4859,78,4632,1
4859,78,397,0
4859,78,943,0
4859,78,5742,0
4860,5435,7217,0
4860,5435,2170,0
4860,5435,307,0
4860,5435,715,0
4860,5435,298,0
4860,5435,5632,1
4861,4558,1222,0
4861,4558,2285,0
4861,4558,7193,0
4861,4558,985,0
4861,4558,2355,0
4861,4558,487,1
4862,3845,312,1
4862,3845,3419,0
4862,3845,5367,0
4862,3845,269,0
4862,3845,1818,0
4862,3845,5036,0
4863,4799,1243,0
4863,4799,1595,0
4863,4799,6195,1
4863,4799,7151,0
4863,4799,4606,0
4863,4799,7055,0
4864,2850,4080,0
4864,2850,5086,0
4864,2850,7514,0
4864,2850,7113,1
4864,2850,3062,0
4864,2850,4443,0
4865,112,3095,1
4865,112,5227,0
4865,112,5674,0
4865,112,1458,0
4865,112,6969,0
4865,112,4377,0
4866,3948,7314,0
4866,3948,3005,0
4866,3948,6478,1
4866,3948,299,0
4866,3948,4882,0
4866,3948,5355,0
4867,3866,3298,0
4867,3866,3542,0
4867,3866,590,1
4867,3866,7226,0
4867,3866,2916,0
4867,3866,7483,0
4868,3266,2672,0
4868,3266,5625,0
4868,3266,3325,0
4868,3266,6705,0
4868,3266,7162,1
4868,3266,3791,0
4869,3504,6507,0
4869,3504,4916,0
4869,3504,6598,0
4869,3504,5916,0
4869,3504,6857,1
4869,3504,3120,0
4870,5269,3147,0
4870,5269,1628,0
4870,5269,4335,1
4870,5269,5497,0
4870,5269,5717,0
4870,5269,5450,0
4871,6002,3103,1
4871,6002,1014,0
4871,6002,3090,0
4871,6002,6239,0
4871,6002,750,0
4871,6002,1753,0
4872,4296,2507,1
4872,4296,2976,0
4872,4296,812,0
4872,4296,3527,0
4872,4296,4983,0
4872,4296,4376,0
4873,1830,76,1
4873,1830,505,0
4873,1830,5968,0
4873,1830,6806,0
4873,1830,6491,0
4873,1830,1594,0
4874,5396,1691,0
4874,5396,984,0
4874,5396,2399,1
4874,5396,4484,0
4874,5396,1738,0
4874,5396,1652,0
4875,2648,577,0
4875,2648,4962,0
4875,2648,951,1
4875,2648,2499,0
4875,2648,6150,0
4875,2648,4646,0
4876,4106,2371,0
4876,4106,4387,1
4876,4106,2257,0
4876,4106,6724,0
4876,4106,7429,0
4876,4106,3079,0
4877,6556,4080,0
4877,6556,1675,0
4877,6556,5274,0
4877,6556,3100,0
4877,6556,7513,1
4877,6556,961,0
4878,1817,6102,0
4878,1817,5988,1
4878,1817,719,0
4878,1817,5260,0
4878,1817,5354,0
4878,1817,3339,0
4879,647,1099,0
4879,647,5812,0
4879,647,7123,0
4879,647,4919,0
4879,647,3334,0
4879,647,6514,1
4880,3547,2820,0
4880,3547,4437,0
4880,3547,3358,0
4880,3547,6214,0
4880,3547,4469,1
4880,3547,4621,0
4881,7213,3087,0
4881,7213,3433,0
4881,7213,2072,0
4881,7213,2571,0
4881,7213,4256,1
4881,7213,2534,0
4882,1601,1634,1
4882,1601,2372,0
4882,1601,1398,0
4882,1601,7364,0
4882,1601,758,0
4882,1601,4263,0
4883,4485,351,1
4883,4485,3086,0
4883,4485,2625,0
4883,4485,5631,0
4883,4485,533,0
4883,4485,1990,0
4884,4692,4293,0
4884,4692,5581,1
4884,4692,7094,0
4884,4692,4831,0
4884,4692,460,0
4884,4692,2866,0
4885,7421,432,0
4885,7421,157,0
4885,7421,6075,0
4885,7421,4837,0
4885,7421,5421,1
4885,7421,1495,0
4886,1665,2523,0
4886,1665,2720,0
4886,1665,3864,0
4886,1665,6921,0
4886,1665,3612,1
4886,1665,4627,0
4887,7352,414,0
4887,7352,7381,0
4887,7352,2406,1
4887,7352,6608,0
4887,7352,3764,0
4887,7352,7349,0
4888,1310,1728,0
4888,1310,260,1
4888,1310,1267,0
4888,1310,2700,0
4888,1310,7041,0
4888,1310,3972,0
4889,3770,5980,0
4889,3770,4894,0
4889,3770,5021,0
4889,3770,956,0
4889,3770,3842,0
4889,3770,5346,1
4890,5463,5582,0
4890,5463,842,0
4890,5463,3249,1
4890,5463,2289,0
4890,5463,1310,0
4890,5463,882,0
4891,4259,784,0
4891,4259,181,0
4891,4259,963,1
4891,4259,1974,0
4891,4259,2567,0
4891,4259,1031,0
4892,7313,6532,0
4892,7313,1604,0
4892,7313,6088,0
4892,7313,2298,0
4892,7313,2005,1
4892,7313,7585,0
4893,7088,831,0
4893,7088,6069,1
4893,7088,867,0
4893,7088,5409,0
4893,7088,6324,0
4893,7088,3151,0
4894,5978,7511,0
4894,5978,4411,0
4894,5978,2205,0
4894,5978,1512,0
4894,5978,1947,0
4894,5978,4171,1
4895,1017,796,0
4895,1017,3252,0
4895,1017,1280,1
4895,1017,1022,0
4895,1017,4519,0
4895,1017,3682,0
4896,97,5883,0
4896,97,3520,0
4896,97,3833,1
4896,97,6074,0
4896,97,7184,0
4896,97,1234,0
4897,6457,985,0
4897,6457,4917,1
4897,6457,5488,0
4897,6457,4639,0
4897,6457,3931,0
4897,6457,202,0
4898,1677,2744,0
4898,1677,711,0
4898,1677,2626,1
4898,1677,4178,0
4898,1677,616,0
4898,1677,2244,0
4899,378,365,0
4899,378,6330,0
4899,378,3931,0
4899,378,6543,0
4899,378,2030,0
4899,378,6792,1
4900,3538,4701,0
4900,3538,4812,0
4900,3538,1941,0
4900,3538,2641,0
4900,3538,240,1
4900,3538,2908,0
4901,3979,5783,0
4901,3979,4984,0
4901,3979,6345,0
4901,3979,7351,1
4901,3979,7610,0
4901,3979,1338,0
4902,7237,3659,1
4902,7237,6352,0
4902,7237,2654,0
4902,7237,69,0
4902,7237,2189,0
4902,7237,4264,0
4903,3377,7432,0
4903,3377,6720,0
4903,3377,3609,0
4903,3377,4904,1
4903,3377,31,0
4903,3377,3496,0
4904,3103,168,0
4904,3103,2710,0
4904,3103,5744,0
4904,3103,5249,0
4904,3103,184,1
4904,3103,1550,0
4905,4946,7009,0
4905,4946,1757,1
4905,4946,5039,0
4905,4946,6343,0
4905,4946,6367,0
4905,4946,2554,0
4906,7173,5694,0
4906,7173,1924,0
4906,7173,1444,0
4906,7173,2088,0
4906,7173,4917,0
4906,7173,1150,1
4907,7009,563,0
4907,7009,5738,0
4907,7009,4600,1
4907,7009,1411,0
4907,7009,6398,0
4907,7009,1790,0
4908,3373,7038,0
4908,3373,4513,0
4908,3373,4620,0
4908,3373,6246,1
4908,3373,4441,0
4908,3373,3727,0
4909,5294,1105,0
4909,5294,782,0
4909,5294,7589,1
4909,5294,3096,0
4909,5294,2019,0
4909,5294,897,0
4910,2130,2656,0
4910,2130,3772,0
4910,2130,1602,0
4910,2130,524,1
4910,2130,1843,0
4910,2130,1995,0
4911,7257,1306,0
4911,7257,4596,1
4911,7257,2967,0
4911,7257,1398,0
