src,dst
735,3073
4850,7001
2384,5294
313,2351
1804,4349
799,1381
6167,6757
1879,4998
2096,2401
4967,5644
2195,3136
406,6108
867,2670
1640,1945
3341,7574
2574,5128
3979,7412
2262,3597
4364,5126
2017,5314
5948,6112
1455,6794
3022,6633
1459,3920
5115,6348
3490,6455
3961,4083
2973,4414
2586,7604
3555,5497
182,6524
1624,6293
367,6666
3513,4275
2260,2399
2707,4677
6477,6832
1185,4329
5407,7580
1250,1459
5909,7350
2430,4621
6731,7579
3389,4147
5724,6621
1571,6638
916,5949
2193,7489
3564,6757
1521,2992
4119,4961
135,1988
183,6941
244,5370
1093,6352
1721,5277
634,3921
6476,7477
1001,3597
1665,1921
3653,4000
524,7059
5378,5892
4033,6259
4284,4768
5314,6991
1804,4472
1010,2654
7482,7615
2070,2878
2787,5526
462,6358
78,4632
5435,5632
487,4558
312,3845
4799,6195
2850,7113
112,3095
3948,6478
590,3866
3266,7162
3504,6857
4335,5269
3103,6002
2507,4296
76,1830
2399,5396
951,2648
4106,4387
6556,7513
1817,5988
647,6514
3547,4469
4256,7213
1601,1634
351,4485
4692,5581
5421,7421
1665,3612
2406,7352
260,1310
3770,5346
3249,5463
963,4259
2005,7313
6069,7088
4171,5978
1017,1280
97,3833
4917,6457
1677,2626
378,6792
240,3538
3979,7351
3659,7237
3377,4904
184,3103
1757,4946
1150,7173
4600,7009
3373,6246
5294,7589
524,2130
4596,7257
3463,6477
1921,1945
2615,2835
4083,6478
2798,3240
2238,6857
119,4000
4330,6187
1253,3873
2337,6460
2864,6446
290,3085
1776,1933
5670,7123
3564,5178
6309,6874
5040,5162
3603,6003
524,1509
3559,5514
3614,5775
6408,7558
3617,4406
539,3080
67,2416
4122,5597
2434,3498
440,519
2896,5277
2647,4335
4234,4613
771,1989
2164,3410
113,1838
3056,6752
5342,5417
3473,7024
6446,6672
1147,2286
1216,7036
1752,4119
3096,4338
1057,6848
393,1834
104,3956
2142,4420
2510,2597
131,5867
4309,7224
524,5761
2329,4245
713,5854
4931,5857
2676,4981
707,7284
255,5866
2083,7237
3239,4527
6955,7488
603,3526
4811,5406
1941,6860
32,6196
5156,6427
524,2492
213,2566
3173,5580
2251,7155
907,6598
120,5570
4572,6047
1885,6830
1823,3356
5020,6979
322,6470
519,5657
3108,4843
951,5412
5410,5534
4013,4069
4904,5756
54,2422
3714,4631
3597,6930
4266,5214
5127,6267
720,2174
4399,6886
1316,6787
2183,2889
2637,3583
3317,7028
5072,7358
1876,6546
2761,3360
1689,7574
96,4811
326,7542
1447,5857
3497,3932
763,6105
213,6800
1001,2083
1758,6134
304,6017
3912,5343
4032,4477
3240,6681
5090,6697
2000,3813
4517,4572
3632,3809
296,2572
958,7023
1817,7536
7173,7260
1641,7490
1859,6138
3137,7060
212,6417
1509,2615
4359,5206
3855,4865
243,4300
4387,5655
1277,4261
3952,7339
1533,5918
4449,6906
874,7098
2615,4666
1973,4800
427,6146
5405,7498
4330,6357
1658,2956
3022,3125
2195,3640
4811,5273
2151,4013
1767,3064
1853,6241
174,776
110,6001
1030,5933
3346,4673
1345,2495
766,1799
3006,6207
2790,2835
4612,7623
6088,6905
290,7507
2023,5012
2342,6432
1109,2761
1896,2021
1831,6141
1029,6252
3162,7224
524,3971
1794,1937
2083,2734
888,6659
3154,4528
2431,2694
5536,7226
951,3560
2675,7029
6078,7080
1854,4259
2229,2733
2798,6695
426,1312
110,4904
2624,6375
2943,6292
3873,5663
799,6912
3701,4754
3603,6096
1118,1225
2151,4754
3653,6883
1551,2380
451,1372
5108,6446
257,5610
2187,4485
785,5927
1303,2872
427,5831
3803,7502
1255,1610
1921,4527
3977,5041
518,3665
1980,4785
1191,4121
1068,3880
335,3715
5510,6785
1798,2263
2260,7403
136,4365
3360,6873
1665,6682
2524,3842
312,760
4896,4922
1006,1831
232,3873
2463,3737
221,4536
3334,3948
142,4100
3181,7488
3624,6120
786,4341
244,5151
5327,6361
3725,4955
2734,4967
3826,4151
2045,6887
2361,5944
2599,4959
3860,5422
1283,7482
5147,6633
652,2896
5124,7237
461,7182
1909,2966
3022,5866
879,2947
3399,5047
3510,4908
2995,3873
167,2470
161,6919
2117,6164
1872,4338
3767,6769
1475,5543
757,5600
966,4301
1198,5192
3340,3520
374,3279
2641,5823
421,3921
2663,4612
1221,3646
2615,6712
2706,4555
1559,3130
1706,5362
1447,4860
1905,3647
813,3377
2535,4093
524,2615
1341,1616
2352,3530
766,6446
6101,7225
1310,4275
3077,5483
2324,7028
1142,1351
1335,5791
543,2838
2800,3082
4906,5722
5277,6593
1157,4121
628,2609
1898,3854
5854,7226
112,5969
1391,2049
733,5137
4308,4594
2193,4657
378,3544
2497,6127
1677,1937
982,5598
715,2083
1376,6135
4487,5831
360,2412
5988,6152
2834,4322
3969,4428
1940,2772
1887,2910
1674,2682
73,5308
3455,3650
2096,6446
2798,5854
2707,4632
1793,3622
3833,6770
2510,5220
1512,6391
2878,7187
406,7284
361,6206
3670,6468
283,645
645,2626
1857,2361
5220,7339
5663,7089
3408,6108
4785,5966
1844,6528
5836,6471
1890,7376
1300,4952
867,1674
2029,6108
3986,6568
5454,6174
110,1447
3450,6999
155,2974
1887,5278
866,1937
2186,6398
1852,7612
1250,3148
828,4636
2090,5802
223,827
1103,2644
1533,3837
166,4691
1334,6891
3564,4544
255,7237
392,2823
502,4527
2990,6474
4705,6970
2996,4443
611,1312
1717,5058
3620,4355
1929,5463
4705,6395
4125,4880
1462,6347
2347,3856
368,539
3507,5206
7045,7335
2897,3873
3751,5404
3042,4247
2687,7329
640,866
471,3093
738,5081
2083,7548
2204,4961
2197,4554
4073,5111
212,2234
2744,5127
728,6635
3809,5420
10,5489
213,6101
1717,2298
1384,2819
3350,5072
5600,6323
1665,5579
1477,2974
53,1230
2365,6017
5369,6917
1166,6733
2056,6411
3852,5867
5127,6955
571,6836
216,5508
1706,2213
628,7190
1622,1671
2387,6256
4723,7565
3530,7482
761,4485
3406,6779
5593,5905
536,6234
6528,6651
1551,4699
904,4304
3360,5326
378,5769
1444,4000
190,860
2864,6016
1350,2143
3038,4035
6757,7405
5536,6960
6817,7102
116,6207
2725,4883
5095,7074
421,6262
1485,7447
930,3359
1107,1297
2377,7060
728,5636
6466,7580
1699,4728
748,766
7385,7457
891,4082
2189,6116
4296,6505
1937,4904
4180,5857
582,1884
1012,2798
3755,4745
4121,5272
5415,6252
1553,3450
213,3497
1133,5236
4180,7319
2510,3417
464,2713
651,7204
1999,4393
3341,7083
33,1973
1353,3184
2468,2995
2391,4211
5673,7302
1876,2614
1660,7361
350,1932
798,2510
5301,6466
6409,6618
5210,7090
524,3377
3847,6427
2725,5548
1696,4880
6955,7457
4735,5441
4790,4944
6160,7150
843,1376
2132,3519
2615,3056
106,2511
5386,6256
6656,7295
1462,3082
108,647
6505,7587
3880,3966
113,2488
1166,6661
6111,6446
3948,4108
6140,6797
3695,6656
5621,6101
5515,5894
3666,6431
1642,4000
1300,1467
500,1226
161,2792
4164,5472
5270,6120
3855,4704
4359,6408
884,3530
1804,3080
3742,6300
524,6217
1223,6958
1203,5751
42,4335
4900,7075
3963,5851
2201,2929
3614,7557
6562,7019
2474,2955
4142,5285
5431,5866
1713,2798
2263,6838
122,6428
6443,7129
3044,3081
41,3950
4019,5508
1799,1906
3580,6182
474,7410
2170,2961
2340,4882
1292,5618
3811,6098
1987,2998
5506,7032
88,955
204,6408
1749,2979
3635,4811
5831,7237
1721,5939
1098,3348
1281,3042
3565,4947
1989,5715
2470,2803
305,6034
3905,7098
3896,5387
2609,4962
144,3103
3450,7497
1444,5328
3184,4425
1376,2498
3526,7598
1074,4900
2868,6344
3216,3667
7288,7331
2476,5548
2721,4359
2998,7604
6363,7374
1524,2685
5828,6424
158,6564
1524,2390
866,1509
2566,3932
3610,4659
424,5984
846,3897
3555,4549
3989,5831
2951,3960
3877,4180
1633,7579
1999,4955
584,2753
645,5725
1280,7206
492,3653
522,771
798,5212
4738,7601
2433,2838
524,4728
5867,6544
3210,4359
2305,5334
3492,3571
5274,6170
1643,4719
2758,7604
1411,1946
2424,7352
167,5668
6476,6942
4297,5129
591,7552
414,1704
765,2162
1721,4088
4994,7245
759,5466
4717,4973
4662,7219
827,3667
2424,5820
5930,6192
2583,2786
5353,6617
637,7442
3498,6846
1305,2896
1637,4592
2840,6847
452,5516
1431,5676
3779,5966
3418,7482
5360,5630
3597,5114
543,5905
448,2217
2790,2884
1749,4040
997,3073
1720,2151
4785,7224
461,3855
341,3755
746,2864
6857,6870
1149,4230
524,4389
3597,6234
318,4943
462,2523
1891,6558
3502,5047
3081,3251
4414,6124
52,2510
1922,6186
2424,3210
81,2014
2782,4695
645,5485
5370,6236
4836,7057
2515,5227
6727,7283
5988,6442
1749,2162
1794,2889
1391,5386
3564,5962
3822,5993
2996,7296
1149,6217
1937,2308
444,612
4785,5310
706,4125
1509,7382
4256,6495
3597,6523
3118,6161
2199,3864
4593,6568
1751,3304
2390,3701
3850,6827
653,4429
4375,5626
594,1008
2691,7534
4691,7553
5559,7075
4517,7383
1471,6231
1381,4086
469,1170
3998,7031
6695,7237
1937,2037
1289,1875
4243,6566
1381,4883
4572,7516
3074,6370
1610,5065
1792,3994
4540,7532
176,4248
241,5888
418,2677
4415,7265
2694,3121
1657,5851
78,1328
1464,6179
116,1624
2170,2952
4836,7595
5683,7033
498,3145
715,4584
3614,4317
763,1381
4900,5785
201,1010
113,1316
233,4528
1488,3841
706,3755
1345,7620
1606,2305
3564,3926
1848,5578
2734,3644
2455,3350
3564,6942
1450,3949
3850,4327
743,951
6544,7435
2017,7489
4376,7553
4814,6101
1987,2066
3341,5811
2238,3566
1781,6219
630,6241
635,3478
2216,2992
4257,6996
980,2442
5816,7248
2835,5988
4617,7217
711,3737
763,2029
1102,3962
2414,5520
2373,5944
5463,6217
4963,6241
1464,3932
1610,5921
543,7579
145,3133
208,1959
3873,7032
1560,6958
614,2615
4961,6094
1685,7001
291,4800
524,4904
2492,5857
2994,6095
3108,6391
4017,7203
2912,5154
420,2207
385,2621
1887,4085
5326,5597
1073,1743
2846,5703
854,3360
6446,7296
2985,4657
5911,6165
187,5758
2058,2899
2289,2572
1725,2194
5202,6987
3621,6666
3861,4457
806,6319
297,2844
4880,6940
2194,4632
2691,3969
4441,7567
490,685
2189,2470
5543,7488
1316,5324
3221,7080
2166,4381
2798,5402
6869,7067
2170,5578
6458,6876
3921,3987
1725,1982
488,7379
1463,1528
3679,7379
95,1020
843,2271
3181,6648
5526,7123
1835,5653
5236,5324
4131,4710
2634,4106
1271,4554
3748,5311
671,5123
2740,2838
2839,6402
5128,6919
3330,7009
3854,5632
3041,7151
1161,6126
4899,4931
1364,5671
2744,7368
763,2644
3181,3845
2403,4908
1236,3086
2878,4883
421,5230
1645,5388
5422,5633
2188,2657
1799,7240
112,5687
5687,5734
1830,1929
2906,3437
4043,4785
3946,4309
771,2145
110,4716
1409,4870
213,4630
429,607
6538,7338
1349,4981
2051,5106
272,463
464,3840
4000,6103
1590,5944
2326,6792
3751,4836
1558,4329
763,4900
4638,5677
2195,5676
1761,7213
667,7133
4000,4763
2994,4125
4603,6887
758,7563
645,1349
290,6649
5427,6536
4457,5251
3597,5176
13,5385
5031,5791
2896,2936
1135,5048
2455,3805
228,7551
2939,4559
1293,3597
5388,7012
73,3852
1533,3956
406,6870
2952,3813
2854,6214
3184,4385
3130,6454
2083,6146
2951,7320
3487,4026
3063,7284
1496,6860
5134,7009
3666,7376
3624,6331
3181,4720
5158,6973
951,6792
3646,4962
1447,2015
2140,5464
409,3830
2510,7309
134,652
5578,6383
2056,5236
4563,6452
3978,6101
4206,7581
1626,5687
6383,7068
2265,4931
221,4433
2843,6269
5725,6339
732,3206
2694,4000
2199,2668
6,667
889,5217
67,4638
385,4437
926,3095
2741,4356
3956,4338
3694,7533
4788,4880
3530,4876
2158,7352
3334,6168
641,2039
5713,6695
891,2600
2598,6186
1235,1689
6806,7343
1262,4511
335,1559
447,2126
5068,5463
2122,5466
5578,5711
4691,7586
1919,2120
718,3792
3822,4146
104,4671
5926,6675
3951,7333
244,1920
6712,6862
110,2265
3469,5347
950,1682
4335,7181
3383,6316
103,7224
4489,4814
771,4823
112,4036
3293,4008
5555,5823
221,982
1054,7586
5556,7237
6200,7565
2818,3653
1731,1973
122,2358
1674,3745
1651,4607
550,6367
5725,6859
2417,5817
5968,7340
5335,6208
2360,6670
539,5711
1672,7533
1404,2988
3949,4925
2896,6529
3044,5831
2327,3330
2328,6768
3108,5556
2289,4338
1942,7024
2347,4565
2517,3038
1221,1812
381,6476
2346,3247
4387,7587
5156,6408
2194,2204
543,6720
4206,5862
1795,4546
3875,4673
1005,2891
4785,6364
4785,7451
1752,7032
473,7398
798,895
4119,7498
2816,3544
2476,5831
3667,4163
6323,6446
3699,6567
1916,4146
3786,6991
661,1262
763,2876
128,290
2854,5799
484,1497
3544,4039
2391,5534
3047,7282
2840,4765
805,2083
378,2798
2713,7070
3314,3463
1340,2510
5303,7340
3695,5041
212,1691
1376,2004
4691,6511
881,3444
1811,4785
2083,6193
2294,3412
406,7075
5056,5933
3450,3867
3234,5240
988,2363
3360,6787
558,3039
1635,3855
1879,2399
5355,7001
6697,7460
97,4676
244,743
1536,4636
2515,4678
238,2358
47,5378
3540,6467
112,7488
3193,4031
1599,2318
3404,7162
1699,6785
2580,7080
4122,7563
1447,3508
1658,3269
1957,7121
406,2724
4935,5479
1838,6891
3083,5235
4790,5409
2713,6418
3084,3432
3773,5966
961,4726
1721,6903
3833,5993
2890,7585
2787,7123
3198,4557
5364,6323
3873,5411
3845,7294
891,998
3565,6339
1607,7291
2060,4785
630,3807
2215,4225
2476,3240
1905,4008
854,5510
2843,7416
4164,6652
5102,7015
1937,6092
3667,4125
3907,5621
4095,7587
1705,6012
5892,6427
1102,1729
1940,6952
5564,5854
1831,5679
4164,6731
1899,7156
1656,4811
3039,3880
383,3530
582,4636
1376,5926
2703,5268
4506,7356
1141,7437
1737,3450
3587,5850
1421,1626
1678,5788
433,1614
2347,4653
2129,5274
660,3530
9,246
705,1933
982,3530
3162,7608
3086,5078
80,520
1409,3095
1685,4280
2091,3582
3737,6185
5645,7403
766,1905
692,4121
3352,7177
1547,5047
141,212
3584,7468
3210,5892
923,7284
2100,7237
374,6999
1306,1752
2656,5099
645,7244
2586,4612
3685,4587
1874,5347
4666,6616
2510,6414
3015,7268
268,4041
1535,3569
6190,7086
3569,4421
2676,6544
5308,5929
1926,7248
3036,5610
378,3597
3410,6754
667,4220
2019,4367
1945,5419
998,1745
524,7452
5127,5216
5944,6870
3173,7502
1334,1381
3394,3555
1898,7313
3747,4000
3679,4038
4280,7225
2892,4763
1029,1506
1348,5090
2424,5790
2383,2763
2854,5447
1180,1795
3352,4961
130,3251
4779,7545
4604,7165
2095,3543
3103,5095
1526,5319
4811,4892
2609,7190
1180,3582
2892,4337
5646,6920
630,5894
1068,6519
284,5788
468,4919
101,5862
1407,7338
1051,3428
5377,7534
1678,4069
602,1585
5466,5658
290,1555
994,3564
1384,7205
217,1401
1880,6887
524,6442
739,7282
5399,5703
985,2615
2265,5592
286,6797
411,686
3900,4782
2303,7327
141,1691
2510,5845
1563,1843
206,6390
2211,4318
70,7097
1281,3360
3293,6877
1003,2707
6633,6664
1439,4649
1906,4023
904,4324
296,6538
3874,5409
1221,7021
2263,2510
2122,3898
687,5260
4338,6520
2980,5388
3117,3176
6577,7228
4624,5725
2510,6094
3701,6036
763,3961
5079,5370
5516,5816
644,7320
4146,6427
5378,6408
2532,7373
1677,5867
3786,3845
3757,5014
2838,7287
4936,5972
2151,5679
1761,4623
2673,2798
1198,6776
4388,5401
5336,7339
3450,6548
3817,5938
4544,5872
4785,6208
3932,6101
1882,5492
4912,5557
1978,7587
1584,5630
5009,7353
788,5845
138,2603
2081,7188
827,6334
2961,5095
6317,7435
1990,3829
140,3530
3538,7518
3263,3317
4700,6842
651,7212
3095,6955
1149,6616
2798,3948
5831,6695
1610,7015
829,1956
2029,2083
2326,6821
6154,7110
1332,2132
252,6712
2023,6769
2099,4453
1496,5461
715,2326
221,2426
212,4235
3900,4452
346,5887
1629,6621
3861,6341
1055,1929
5274,7332
1376,6136
766,2300
799,6870
32,3155
290,3499
3223,4624
5878,6564
933,4762
4788,6577
1015,6536
3450,7488
4941,6793
1838,3644
473,3594
1584,6433
35,4246
1724,6085
6282,6411
2966,4929
524,6380
4088,6529
2670,6090
335,1316
1910,6799
3822,3845
3400,3990
3497,5955
6378,7552
4900,5944
2266,4875
4221,6372
4398,7237
1943,4785
3611,3625
3413,3850
5027,5463
1119,6976
2144,3086
3315,5463
683,2942
5399,6234
4078,6252
3536,4343
2077,5914
2710,4941
525,5817
3644,5090
798,5670
6924,7100
550,645
5552,6069
3756,5793
2448,3405
2170,3932
2744,4876
5603,6101
5915,6666
6442,7533
3038,3679
2689,5901
4720,6408
6207,7256
2439,3610
2429,4335
936,4214
839,1360
3282,4544
13,1850
5476,5836
3373,5179
1536,1624
4179,5703
5212,5342
1497,6648
1264,7179
5226,6088
3103,6101
566,7488
3882,4144
4955,7123
4146,5127
2815,6960
6819,7199
5909,7027
524,6001
5310,5428
1157,1353
6167,7334
3674,6020
1793,6597
3748,5754
2647,4900
5327,5664
3557,5857
7014,7047
3418,6949
1808,7366
5076,6874
557,1402
6884,6887
133,6395
2724,4267
4728,7257
3267,4420
3418,5294
1496,1642
3189,7587
335,2912
3181,5110
3584,4875
290,951
296,804
159,5466
3833,6134
1349,6424
157,5062
2023,2288
5717,7171
2186,3504
3281,4238
513,4183
3269,6705
5370,6065
2551,6101
266,506
2897,3818
867,2890
3453,4811
1394,1584
3721,4621
133,4705
961,4298
3920,6942
2142,2779
2791,7252
6562,6572
3314,7601
1346,7495
4194,6350
6175,6200
5456,7024
1396,6836
972,6278
1551,5004
1132,5735
2086,6536
566,6449
286,1334
2892,3361
1639,2102
1594,4888
4754,5090
1891,7375
1334,3408
5646,7365
1642,6925
1943,4527
5277,6134
2580,6813
867,5413
6323,6339
2178,3334
919,4319
2641,2744
1701,3633
1381,7284
619,6063
3994,5543
2275,5663
868,4310
3861,6275
862,3649
189,4811
5526,7224
897,7100
1349,5457
2510,3736
709,1852
4904,5988
1611,1706
23,7317
1854,4698
708,7300
488,1632
1334,2083
674,1678
1077,4536
5455,6074
1149,4716
3568,5402
1052,4261
4373,5817
1388,3184
3108,5124
1343,3918
661,1471
1319,2318
6118,7400
2835,5174
1937,4770
6234,6751
6934,7228
555,1674
1583,2580
524,4860
889,3807
4518,7136
343,4888
3377,5988
750,1721
5349,5628
3045,7014
1599,1642
1005,3565
1304,1806
1469,7100
1225,2854
360,3047
2259,7245
4612,6623
4356,5612
1314,2201
1557,3009
1665,6094
6002,7296
3620,5938
488,7237
2536,6557
15,4375
538,5378
2546,4356
5156,7489
2170,3103
6217,6712
827,1224
1068,4785
110,1509
1945,5334
3671,4579
4070,5983
226,6515
2980,7237
2186,6023
4254,6058
1496,5011
463,2004
2004,4932
3437,4704
682,4054
3038,3836
5293,7335
4248,6501
660,7554
1818,4811
972,4206
1056,6270
501,3521
2197,2892
2750,3073
1558,6339
4274,7522
216,2051
4678,6673
1835,5896
1781,2693
3423,3643
5343,7537
1987,3005
3103,5457
179,2880
407,3710
2672,7527
4546,6194
3086,5511
4749,5857
4820,5161
3221,3571
3873,4876
2973,4662
3320,5884
6180,7279
3585,5480
2088,3755
1658,6705
1677,1973
4455,6012
209,5817
1001,2644
378,5703
108,7574
1856,3530
1450,2707
1642,3679
6500,7604
3440,6196
4796,5285
1108,1567
3996,4039
4762,4771
2626,5457
1015,4044
4691,6972
122,5580
4774,7563
3388,4785
33,6859
2386,5246
1008,1721
1618,6342
6326,6870
1706,3544
985,3103
4455,6800
4234,5274
462,5534
187,3678
6568,7266
4466,5128
495,2422
2029,4267
4981,5308
3179,5376
1824,2776
4162,6101
1017,6737
2122,7403
3502,4356
6235,7086
113,1555
2715,4990
1005,4981
375,6759
3565,6544
2878,7398
1007,4574
468,2412
1005,2205
381,3120
5021,5746
645,4014
2030,4039
6101,6126
550,3571
3755,3888
3387,5568
1638,5072
5079,6695
417,5944
1685,3080
2672,3341
2348,5996
842,6906
6323,6586
4408,6516
5857,6958
149,1799
3954,6725
6408,7256
6371,7329
80,1230
2254,4894
1488,6533
706,4880
2084,4145
6343,7293
2564,5578
4793,7100
433,3311
3610,3991
471,2985
3751,6566
2390,6891
1150,2693
7,2142
6242,6701
6924,7427
739,3597
2897,4270
5108,7296
5176,5944
110,2790
3127,7076
5227,7448
1241,6338
6345,6848
5062,6633
2928,4648
5228,6173
1219,3565
583,3181
1118,4033
1871,2809
1618,7580
474,5132
4876,7595
4162,7100
4337,5334
6391,6409
3103,4147
3352,3747
3346,5495
2852,6062
5203,7519
6321,6712
4865,7016
2476,2725
2428,2473
2353,2639
720,1262
3584,5643
2551,5242
4561,7608
230,277
3113,4900
3530,6717
3644,7398
1800,2522
5279,6296
1017,5582
181,5831
4853,6442
2938,3757
1285,5202
1039,5320
3450,4767
2914,4811
2803,4167
944,4467
4415,6272
3108,4809
4426,5894
468,4459
1582,3614
500,1891
2465,4994
6146,7621
187,4116
2510,3767
1265,5260
221,3381
5200,6925
919,5410
4270,5720
3210,4146
302,4364
2401,4455
453,5836
2513,4309
321,3529
1808,7117
378,3504
1734,3793
3022,6219
2980,7558
840,5851
617,7004
475,3110
4682,5319
2205,2676
3402,5831
1892,6282
1599,4852
5410,5549
854,3038
4038,5695
5399,6792
2539,3610
1849,6724
2442,3998
123,6576
221,1132
2991,3632
2707,4554
3127,6911
1839,3103
1793,4999
6842,7223
5677,6536
3386,3929
1272,5854
6280,6860
1835,6656
1710,4959
3468,4006
2408,2701
2691,5050
3169,4279
5646,7110
1792,6458
3763,4180
2489,6295
1519,1599
2127,2864
1447,2267
64,5162
930,4174
2694,5497
1748,4811
1674,4638
2202,5294
1317,4235
4039,5509
2498,5274
3854,4387
1879,7296
2791,5694
6887,7220
3716,4122
2798,6891
2400,5543
1817,2615
3227,5173
4031,4357
1320,1937
4211,6438
102,1495
3119,4745
1945,6788
3022,5147
1464,5242
1183,4298
2158,7162
1835,4029
2347,2836
6642,7237
3161,6891
2928,5854
4359,5921
2011,6698
3900,7488
4550,6445
2794,3446
3848,5564
5553,6101
924,6140
4593,5829
1306,3431
3565,5095
694,4994
2566,5095
1663,2761
674,3461
4809,5703
1379,4069
362,6419
766,5938
496,4432
3855,5330
612,1804
117,1750
5355,6298
5751,5949
6632,6775
907,1633
1882,7553
1278,5060
1252,2645
2985,6408
2232,4060
3038,7498
2854,7551
6363,6575
4661,5859
1560,2199
2014,6870
2864,3414
3108,7237
4295,4426
446,4122
1636,5454
2967,3530
3159,4955
6521,6960
2452,2476
285,4154
2091,4336
5556,6105
3479,4558
3430,7352
4223,4882
2430,4779
2637,5485
1560,2265
3751,4692
2840,3530
1219,7598
3400,3715
2892,7498
2516,5232
5527,5894
5823,6095
3642,4121
5559,7284
524,3399
3397,6361
2193,4146
2706,2948
212,879
406,5124
1233,2591
1488,6796
1017,1632
1933,4931
599,2524
4257,6919
3240,5769
6813,6990
335,5905
5430,7067
1280,1381
1641,2338
2600,6101
1349,3813
2197,3224
4783,4785
1174,4069
7017,7284
3943,5343
2667,4427
1570,2702
1348,4335
3530,5687
1351,6046
2826,5761
302,1527
5632,5646
1332,6165
659,1618
2368,6323
4329,6200
2502,7221
763,3644
4699,7279
3195,4068
960,5011
842,3360
5173,7009
521,1424
2892,3162
2589,6120
3251,5536
2263,7498
418,6818
2556,5079
2600,4455
1508,6171
6016,6734
1902,3415
190,6123
3898,6101
2476,2876
3285,7254
958,1384
139,2617
3510,6891
1105,3614
3961,6236
3874,6817
3845,4657
3103,6339
968,3507
3581,5800
3920,4984
1488,7327
740,2285
2589,5949
2488,5933
84,1932
5988,6546
4952,7068
5127,7400
4359,6735
1196,2337
1946,2846
538,6207
1907,2800
5823,6955
2014,5479
1535,3325
3245,3921
5745,6249
2973,4023
5047,6074
1842,3266
1905,7416
313,4328
4726,6673
3520,7177
891,7623
3498,5033
232,4163
2933,3377
5120,6528
234,4231
4476,7071
6101,7199
140,341
2468,4900
615,2914
3900,5823
2734,3240
110,2628
4716,6752
4681,5915
1728,5720
3234,3855
2998,6233
997,6946
6765,7098
2234,3096
432,5988
1334,7237
2712,5461
640,3399
149,7565
3073,7185
4785,5357
2504,3874
3213,3694
1964,2671
2472,4623
2414,2906
903,3718
6256,7291
524,6287
1249,1834
3530,4811
2989,5851
1305,5876
2470,6937
7015,7581
2818,4034
2761,4774
1945,3509
2414,2442
6617,7028
1934,2267
6125,6505
3280,5454
3352,4000
806,4960
6888,7595
765,4040
591,3998
3240,6391
473,2031
3831,6828
5041,5159
2017,4657
860,4384
1826,4695
666,1849
5526,7563
763,6792
6786,7070
763,5915
1262,7256
1884,2158
6302,7492
7122,7403
2476,7379
3377,4893
725,4726
1350,1384
1956,2122
2878,7237
1107,4214
1856,6534
1203,6262
2747,5377
1987,3920
5446,6593
817,832
1176,3561
2673,3743
2773,7395
1065,4261
2370,5793
5829,7499
3374,5069
159,1043
4000,4151
2036,4126
1434,2186
2928,3499
5911,7160
5143,6688
2752,6242
1350,3596
3622,6519
1627,5732
2012,5972
1897,4879
2858,6870
524,6455
5032,5127
2892,3042
1792,2424
1446,2670
244,1632
3557,5047
3927,4717
5065,7162
3666,3839
2072,2097
368,2170
4180,6217
358,1373
352,6410
2187,5578
1956,7403
558,1456
550,7416
4623,6887
2140,2148
6478,6529
1618,6139
2809,3457
633,2474
4174,7173
3597,5090
4082,6191
3569,6362
6794,7601
4319,5949
4359,4657
5308,5457
4864,6436
1544,6837
309,1952
1902,4931
744,1318
1806,2510
1121,4828
143,3520
257,3855
50,4415
2495,4609
4556,5717
244,5568
187,1005
1852,6567
290,5978
1397,6561
484,3895
4967,5370
5114,6403
260,2515
3767,3977
907,3584
840,6811
4808,6494
3399,4931
3720,7214
3504,6361
530,6908
3439,5029
4119,4862
3165,3397
3923,5370
1348,7237
2160,6406
5315,7602
524,6958
381,6916
91,6932
1338,2992
524,4875
5488,7133
3450,4799
2711,2740
4900,5479
4335,6496
4290,5817
1150,5108
3614,4240
4563,7237
1856,3039
5095,6016
1065,1384
2458,5791
2239,3170
3342,7087
2186,5097
5058,7449
1639,4666
290,2848
2328,6911
1271,5015
1624,5454
3876,5127
1781,3544
1647,7591
3638,3650
1200,6022
2643,3325
1234,1524
4756,6273
1230,5646
1772,6860
3381,4678
1008,3404
864,1944
2388,5047
3862,5335
380,2848
1102,4589
4012,5393
2199,6862
3103,3817
4303,6146
127,5454
894,2892
3038,4955
1281,4393
5854,7490
1767,6562
268,376
440,4941
178,3400
3766,6712
209,3251
997,3396
3449,5012
1020,7352
3917,4737
1546,5534
2008,2510
2897,5314
4904,4931
598,6180
4900,6849
650,4407
290,2980
1328,7097
29,2711
839,5023
2369,2385
1553,5274
3609,6359
291,1005
5862,6999
2390,4785
2734,2876
6747,6887
2391,5549
18,6372
358,3468
2213,5915
3751,6314
136,468
4905,5690
894,2008
291,6544
2835,7001
6528,6563
2019,2879
2205,6544
5485,6509
3408,7237
5906,6622
5128,5646
2239,6120
1746,3158
3045,5188
2840,5411
5427,7585
5468,5578
6320,7411
4563,5944
5455,7244
5214,6865
5127,6181
2511,4906
3445,3513
799,2607
977,982
488,5769
3504,7284
2024,6234
1982,7289
5671,7009
3911,5578
2694,4034
2056,6378
7457,7488
1677,3103
4540,6666
3722,6175
6051,7270
1316,4000
1956,7296
2790,5988
1795,2880
3521,6201
951,2452
112,3530
5770,7213
1041,5056
4136,4298
3674,7405
1376,4563
73,6424
5355,7540
3584,3988
2571,6391
378,6789
3207,4845
3822,4720
2676,5455
1174,2014
